"","Industrial Production: Total Index","Industrial Production: Final Products and Nonindustrial Supplies","Industrial Production: Final Products","Industrial Production: Consumer Goods","Industrial Production: Durable Consumer Goods","Industrial Production: Non-Durable Consumer Goods","Industrial Production: Equipment: Business Equipment","Industrial Production: Materials","Industrial Production: Manufacturing","Industrial Production: Energy, Total","Industrial Production: Non-Energy, Total","Industrial Production: Manufacturing: Durable Goods: Motor Vehicles and Parts","Industrial Production: Manufacturing: Durable Goods: Computers, Communications Equipment, and Semiconductors","Capacity Utilization: Total Index","Capacity Utilization: Manufacturing.data","Capacity Utilization: Manufacturing","Capacity Utilization: Durable Manufacturing","Capacity Utilization: Non-Durable Manufacturing","Capacity Utilization: : Computers, Communications Equipment, and Semiconductors","Unemployment Level","All Employees, Total Nonfarm","Average Weeks Unemployed","Number Unemployed for Less Than 5 Weeks","Number Unemployed for 5-14 Weeks","Number Unemployed for 15-26 Weeks","Number Unemployed for 15 Weeks & over","1.ini_claim","Total Nonfarm Private Payroll Employment","Real Manufacturing and Trade Industries Sales","Real Personal Consumption Expenditures","Real Personal Consumption Expenditures: Durable Goods","Real Personal Consumption Expenditures: Nondurable Goods","Real Personal Consumption Expenditures: Services"," New Privately-Owned Housing Units Started: Total Units"," New Privately-Owned Housing Units Authorized in Permit-Issuing Places: Total Units","Real Manufacturing and Trade Inventories","Manufacturers' New Orders: Durable Goods","Manufacturers' New Orders: Nondurable Goods","S&P 500","U.S. Dollars to Euro Spot Exchange Rate","Swiss Francs to U.S. Dollar Spot Exchange Rate","Japanese Yen to U.S. Dollar Spot Exchange Rate","U.S. Dollars to U.K. Pound Sterling Spot Exchange Rate","Moody's Seasoned Aaa Corporate Bond Yield","Moody's Seasoned Baa Corporate Bond Yield","M1","CPI","M2","Reserves of Depository Institutions: Tota"
"2003-03-01",-0.280865734148278,-0.0582453258425409,-0.00665772438453537,-0.0165906844931325,0.050187214064773,-0.174065192237852,0.019083283356846,-0.545427537588937,0.0291269268102902,-1.27745242006415,0.0125870465237336,-0.0461722376465571,0.410778883076933,-0.223392265909176,-0.223392265909176,0.0328099063890104,-0.186597874704716,0.548425483538741,0.294199169988154,-0.0232709704281712,-0.224532441440516,-0.299177242292505,0.265494016330413,-0.0153408751757062,0.412343088882465,0.0175980709047154,0.269575352712936,-0.00337784759538992,0.573700358528196,0.31715305336765,0.92954789915824,0.23491687332419,-0.0426258420841534,0.663593587064917,-0.958039103820631,-0.433403831472513,-0.262646472954215,0.529316413693017,0.139379859649739,0.0210375710519555,0.134816677812167,-0.246419893830354,-0.711134211150636,-0.296138919838073,-0.446831823097369,0.0557478929620911,-0.119626349238186,0.655092711851333,-0.450538155520377
"2003-04-01",-0.547402951761717,-0.650022128174276,-0.568209615991187,-0.604097504394048,-0.214597867716654,-0.919284284861055,-0.438450469856086,-0.341741771482015,-0.519411365967635,-0.146936451038536,-0.548029450417538,-0.117552636590478,0.72927063023776,-0.483991431141281,-0.483991431141281,-0.512525891650577,-0.439138736335393,-0.553913996941127,0.663295366392488,0.364366924204702,-0.104090518369863,0.877340989632842,0.220389321003603,0.065330477245475,0.350088606821142,0.721268811837447,0.00966758301628049,0.00348774466946455,-0.3084754529876,0.236378887992063,0.617460187521879,-0.0746000265623366,0.0940451486570407,-0.565359031694956,0.45905977446652,-0.332077345620979,-0.391260541942078,-2.23892747851347,1.16588402965818,0.240986773561467,0.644109057285419,0.464304296350482,-0.223813601530377,-0.71631812789824,-0.392648637597429,-0.041975935523427,-1.81856473142098,0.686402081867157,-0.0323274040898707
"2003-05-01",-0.0686388226212309,-0.00406851826261708,-0.138956027350259,-0.217104551703417,-0.0054627852100271,-0.509878417126694,-0.0727416268318139,-0.140575170496768,0.00331777062363783,-0.323213122973346,0.0151144160005074,-0.067638667801235,1.32362790354421,-0.010191433651896,-0.010191433651896,0.0157421090147153,0.20247151691518,-0.452509159058105,1.3381979472481,0.171643456322749,-0.0472410873779772,-0.285960980533968,0.456884210014447,0.0395843009408427,-0.153867106754218,-0.0926019068168022,0.258303842292417,-0.146404651086922,0.54848199669988,0.115625675640175,0.141221941441482,-0.249983860061295,0.203261637521769,0.730396514755248,0.312125036578509,-1.06380924232761,0.229741394008445,0.199208543290791,1.17446861016125,2.79825847202713,-2.12107299143775,-0.968082392722486,1.43360150966004,-2.83303106146484,-2.16033117966335,-0.0901697621601155,-1.14015934421029,-0.802341781844008,-0.0342479320406535
"2003-06-01",0.0538043911224172,0.0682493420182051,0.132691523531716,0.14038891733056,0.203837907956209,-0.170971159789112,0.116825417939499,0.0364983592000807,0.277984808025571,-1.00413589607327,0.318978426035053,0.0997278732087001,1.69881375449245,0.10828814212803,0.10828814212803,0.294246014969081,0.329026707850942,0.115029914935085,1.76745752628729,0.421016737290618,-0.0633755913436478,0.579659498763103,0.356922452803678,0.137419770898445,0.376468296053625,0.851950980096581,-0.0287881584184287,-0.134297215600404,0.591566040578154,0.286250614018248,0.27497479244053,0.832519703327661,-0.0114748777814002,0.735933035985433,0.38284733716317,-0.662747643884589,0.198771484809438,0.586174114530874,1.27309773382974,0.43438018483648,0.383042027096725,0.374459149143916,1.11543358545529,-1.32258652368522,-0.819560647756746,0.101562030563079,-0.287999116249571,0.331619922670162,-0.121939404146273
"2003-07-01",0.355798860885344,0.481026649968352,0.53551780727306,0.750038177960379,0.501559482248704,0.542632323893967,0.161957878978791,0.156772290377158,0.233085124455695,0.78144664666235,0.201359732098242,0.36800051152093,1.91400934304865,0.39920646425414,0.39920646425414,0.248599394823641,0.338687961983495,-0.0500290259812235,1.97731090870316,-0.313319882361544,-0.0641438999290971,-0.147531136775188,0.130179930349982,0.0267112127885265,1.07038551290309,0.29365539569758,-0.0559723894326197,-0.0548823550706428,0.463064951130774,0.218693460939443,0.285414218570545,0.0975856456315629,0.16219444224127,0.1829086324707,0.0935752094866011,-0.576852354123796,-0.060649381251452,0.232480201498501,-0.0199244473370949,-1.26231387567036,1.47190714695656,0.143893565269447,-1.06557873071728,2.94944381614209,2.04511596586911,-0.200580388123794,0.39161090561303,0.32586787949675,0.173367734787769
"2003-08-01",-0.235781204363406,-0.344941895055815,-0.430844454277449,-0.648463261105517,-0.4170531426218,-0.525772202988044,-0.0018311289322142,-0.0561640758249846,-0.313799791974018,0.486654185194887,-0.373081588065247,-0.427224904623313,1.04170130298965,-0.190754504089731,-0.190754504089731,-0.296800391717546,-0.313923865439983,-0.168734054421661,1.09031847740389,-0.134417224033148,-0.0941123618482821,-0.348827371936993,0.228922641741108,0.0344350656799162,-0.461297450236752,-0.241237229855263,0.17940326934879,-0.0231882782728934,-0.125159771456556,0.564235092473966,1.13942235367258,0.652497054310011,0.0655159533946549,-0.393697914081915,0.748047872112128,-1.36161783234788,-0.0713721400465953,0.221825235821657,-0.219095884815013,-0.886576241603493,0.742522165745557,-0.0100744161021428,-0.784821977511988,2.18495647380569,1.90341837158802,-0.0625766150584375,0.72661469386601,0.471638782152356,0.339683992038639
"2003-09-01",0.464663081721025,0.457782326727405,0.567857439313185,0.622390648073691,0.514685889152441,0.218120449265313,0.439755734800667,0.431873476455719,0.569965965250908,-0.174900552155502,0.565042985340296,0.49577360804076,1.17078328100414,0.499269823348731,0.499269823348731,0.592470484273686,0.560863938351619,0.495436807091565,1.26589004143588,0.0514841716094059,0.0188246689696879,0.182715603077103,0.110675197235686,0.163165947203078,-0.434800912276119,-0.229254697408468,-0.098406311015747,0.0728754476316966,0.20419177517281,-0.374147918931637,-0.632492932345606,-0.246913770872181,-0.193265653838181,0.644987093368064,-0.046486776078886,0.520364498078285,0.629818192989062,-0.111656782609873,0.637878083006522,0.42304071748625,-0.124650376289009,-1.50543729530047,0.65237256295945,-0.83652651671807,-0.979652651566491,-0.146885052930429,0.3838796043956,-1.26593407073568,-0.505369931123418
"2003-10-01",0.0475757951630336,-0.222019475823064,-0.396892385790488,-0.508301074522077,-0.159842776059075,-0.816919846255974,-0.145147907671744,0.406691096280843,0.0188035009801317,0.0621038256945099,0.0466895164983186,-0.129493089224682,1.36445768827229,0.086701775533261,0.086701775533261,0.0460264106037826,0.128767441788043,-0.169560300735267,1.53095575066048,-0.236205076102183,0.0916264140833215,-0.150217367682135,0.117989472153547,0.00697247762164177,0.129759938997375,-0.10594621522486,-0.134209932351511,0.140787356010598,0.0789656147796487,-0.0120027602431062,-0.175795326937035,-0.247105592588784,0.158303952651849,0.164510848235824,0.456042764620121,0.300710137214724,0.537576851091185,0.193826383918713,0.34980060942046,1.74618376818481,-1.6161813086337,-2.15345799728225,1.81931295897083,-0.0415119452051007,-0.210928042363899,-0.228328429939156,-0.96615337259505,-0.992835098270271,-0.434228317055269
"2003-11-01",0.474824042062555,0.574822982511071,0.543410719372732,0.492749776389216,0.248895447033522,0.557421187830318,0.651118934662998,0.299979148798178,0.575059212835427,-0.207853021004335,0.584811579526472,0.0896249513758016,0.954615804272991,0.508595905176612,0.508595905176612,0.606489714389849,0.600191912012048,0.440184981802931,1.12830600985106,-0.195976258990977,-0.0465054573453701,0.377604162078444,0.0521609978927968,-0.0651168160313287,-0.395628210215898,-0.0928777713644813,0.0560796847478261,-0.0427936301519449,0.189452979595515,0.316595918871108,0.518649118752747,0.489450413291143,0.0490150566851238,0.657391174429392,-0.853132306122469,-0.0466537193149357,-0.268154341674091,-0.408451561807456,0.139394801270212,-0.0474237423215077,0.418148337278304,-0.129626769542958,0.319298160078901,-0.211252842066298,-0.293467059479611,-0.0623765105702308,-0.460256324391669,-0.352000140201004,-0.27081439450649
"2003-12-01",0.0152050607702318,-0.0325974112066002,-0.0218165792925176,0.12547749204959,-0.0294098006426825,0.364217120509616,-0.0934068411058679,0.0827261775024066,-0.0661235095021844,0.386932356201914,-0.0727566115974234,-0.0244255675053403,0.272049312512655,0.0530497394456669,0.0530497394456669,-0.0334683758753912,-0.0589218267431556,0.0418407233098439,0.43797819604846,-0.3461067979338,0.0255176309754892,-0.0822266839705729,-0.0721816757108425,-0.111459933379667,0.139509158058369,-0.177256994861858,-0.197197784701465,-0.108520647716361,-0.303572668061085,-0.0355121176175311,-0.130921165169639,-0.33456594928664,0.132112581477634,-0.144069119175818,0.628204149644323,-0.126618543035999,-0.0579194277977781,0.346011579944899,0.613778170564418,2.20938145839372,-2.21357328434438,-0.60237986366544,1.69390241012014,-0.0981714328207707,-0.230265754945291,0.216041419290466,0.213029399584907,-0.151124131417587,-0.0805367515510134
"2004-01-01",0.0799722848375825,0.109930168391381,0.0814133939453594,0.229620596803233,0.21480522231885,0.0229596984622708,0.0404030764528962,0.038391254874718,-0.0830614328697335,0.615677713219697,-0.0630641971936354,0.0711076409067189,0.982507180211293,0.117271932379101,0.117271932379101,-0.0485207076523797,-0.000346729331999558,-0.15225965451405,1.19131061192831,0.0936038368098922,0.0767023073138592,0.0477242394750652,0.087513326662459,-0.185265638786279,0.121706387488734,0.0103213189126851,0.0467972644015169,-0.00108270731434024,-0.463280126938783,0.11865020925125,-0.274563625636371,0.423309100501026,0.154753652697698,-0.844586731262458,-0.31759567089386,-0.667370840736569,-0.363654683170885,0.359080983107002,1.0848380355206,1.21489401496267,-0.794022424358088,-0.623035802365607,1.94141685937157,-0.398668648271765,-0.664279489516036,-0.400500945178914,0.713489528098199,-1.2953714953416,0.346532944016953
"2004-02-01",0.423967910733072,0.499864878462331,0.477021422497459,0.381648500334988,-0.0528679808250223,1.02097765609705,0.488430696214471,0.286452989478349,0.454916152297582,-0.0135121093716403,0.480501555934518,0.0310130530373887,0.420032016338454,0.45875141726295,0.45875141726295,0.492112178868483,0.417080298579546,0.52729622174428,0.633720949410508,-0.273486387084454,-0.0190142743571382,0.111725871310945,-0.229438586444857,-0.127765845039267,-0.311130995485753,-0.412029690176453,-0.190567484454102,0.0716005618979894,0.474166020093056,0.0214066850924299,0.39641352712141,-0.796564993068263,0.144814652532869,-0.39697679263744,0.126114903287283,0.864376625163377,0.304302298189208,-0.435311537528315,0.10894750999574,-0.0254247488445653,0.298942103877898,0.190870740265973,1.07782025532072,-0.134861623808172,-0.768747820231754,-0.141303950865448,0.0401250899974649,-0.585856021813859,-0.489293820306909
"2004-03-01",-0.360586986496877,-0.476058668624634,-0.484302096402087,-0.728840823829941,-0.191739697047443,-1.25840622252566,-0.0835395592471402,-0.167851433665823,-0.0661562948383986,-1.26517399090849,-0.0550683093911698,-0.085048855930655,-0.13765320269885,-0.316441303093208,-0.316441303093208,-0.0294961743831754,-0.0061647820330488,-0.0815797342923806,0.0708406806310696,0.48027352042156,0.180234776302303,-0.211203777529272,0.0289991273195699,-0.129482256792909,-0.326161427964043,0.263887053098094,-0.240294736309329,0.230295764709704,1.61495253897087,0.313490591445685,0.323768241269868,0.973912665224809,-0.0510945067739395,0.907785757645342,0.882313953399757,0.54145618610572,0.990459160895414,1.13511467080219,-0.586213171199348,-1.42879859078135,1.25562173055574,0.768492180304141,-1.00465214871225,-0.899859868921373,-0.648178148254983,0.140298808310889,0.0386932127232627,0.973536414952603,-0.103493578688626
"2004-04-01",0.266850883689582,0.312045870400248,0.296790975220269,0.459355750393585,-0.0122669042482186,1.09907248461085,0.0261156745153827,0.185503170346201,0.185708905461545,0.445840066767885,0.186616520110689,-0.0756402378106654,-0.726483712398903,0.3046428282683,0.3046428282683,0.221302574754833,0.0128976775981396,0.66314515085514,-0.539233148101325,-0.439610611875623,0.143121553015595,-0.148192467470071,0.203322679528594,-0.158661256604826,-1.01067429234578,-1.32005406387167,-0.22371898569092,0.0922451661523341,-0.884091361954399,-0.205433719891,-0.669355012701863,-0.360418292061373,0.14250882738228,0.028703629514982,0.0333004519370646,0.0294244691502711,-0.759238009338963,0.386477506885674,0.0707897341430848,-1.05829003068657,0.754298278620495,-0.359552946918389,-0.558623901471674,2.28400599645458,1.66602238965407,-0.0947981508024208,-0.129145843181975,1.00224314338807,0.215929777908001
"2004-05-01",0.510020417735641,0.427861132945569,0.333068325916894,0.304034787930567,-0.179816232829074,1.11419559197094,0.3338572564501,0.566512360028345,0.441250030255234,0.376052543694307,0.471590985722089,-0.125529143916631,-0.160225997128154,0.543686244883667,0.543686244883667,0.472071082560269,0.224458203869979,0.9295396683458,0.0226325313443479,0.0790568170274338,0.153336264331073,0.113690022974564,0.133837067808913,-0.17754178589489,0.898890073012259,0.549816803196193,-0.0327663385668469,0.138264809627217,0.109964467596536,0.279188293902158,0.824108227872719,0.0603647549266662,0.0053303203895931,-0.126674025185824,0.674078936660661,0.522615030365157,-0.141050597069164,0.748918496220214,-0.847603406803909,0.00658389474072747,-0.349622805900349,1.8853416299469,-0.412805987202101,1.7420740847595,1.40104885508757,-0.140597717007291,0.699908143317815,-0.652775857320066,-0.125962044530518
"2004-06-01",-0.648491657410886,-0.632838553883416,-0.742695282546722,-1.05318295653128,-0.490962235142754,-1.33784165257426,-0.0764148384610893,-0.596858093640443,-0.539945244422395,-0.844749495649115,-0.482240993213851,-0.328631513296621,-0.443013340475362,-0.605891057575844,-0.605891057575844,-0.519293295017128,-0.377861352089395,-0.725291864805199,-0.323972039526481,0.124707790635198,0.0133251291634981,0.43084949471863,0.0777609601053108,-0.1698179330035,-0.096625041159692,0.123667927801497,-0.221729895616711,-0.0142475850193394,-0.163462488439566,-0.552740031627062,-1.63661869088773,-0.491847940545974,0.10923641567565,-0.92210939953039,-1.11175957768676,0.815764777419082,0.207682884298982,0.200854261898761,0.560587003180063,0.520445133966979,-1.08122705192459,-1.13343238077958,1.10288023748296,-0.064971586303828,0.228374927181197,-0.126461816274429,0.529179327172143,-0.0915268084726137,-0.283263660102192
"2004-07-01",0.520399599949072,0.553441978112717,0.509643494507123,0.239725334690496,0.0819912754775649,0.365376471483021,0.781204708602976,0.427654091601455,0.546095542693521,0.0513488581270922,0.567625580535341,-0.0819607121954899,-0.558851476671356,0.546366529578441,0.546366529578441,0.558266195763639,0.425602807285162,0.699495873492928,-0.513593363934842,-0.19884901016675,-0.020105571619673,-1.13377103163714,0.252084512314335,-0.172392550633963,-0.267360304494635,-0.841068738023119,-0.0102233177258105,-0.0126597882463956,0.0138116737653502,0.557688989420861,1.04370670712575,0.148147974321745,0.318398882950729,1.04314414396295,0.791935521920017,1.08169968899055,0.0952947056140416,0.136146042958017,-0.767707603864577,0.416907873876275,-0.0847462408705974,0.0250819084210063,0.429420955564401,-0.993320067352632,-0.697268144846526,-0.210916759618374,-0.298821973509355,-0.573443442657613,0.0502021716734096
"2004-08-01",0.0208807677168254,0.115287246482868,0.123721419470166,0.307186608485489,0.150322006121045,0.369037801047629,-0.194838830452573,-0.0979231197045266,0.271758186194422,-1.04139009986123,0.307673632975389,0.227413994449329,0.0813997267743647,0.04654551196403,0.04654551196403,0.270007447072294,0.141525513983796,0.479916513457352,0.0674063308699649,-0.196939161289936,0.0056564494848856,-0.0172512222477539,0.0570371811713709,-0.0187736986829905,-0.174222622392375,-0.288283803735306,-0.243609886433011,-0.0398475885035636,0.542096325055411,0.154644165522443,0.107592909760459,0.311444072821799,0.0641323792995206,0.125412020791465,-0.479665227669599,0.714324082284598,-0.387129456100461,0.488507440100363,-0.542271692954446,-0.313376251961959,0.701730038017911,0.312507649556249,-0.566712543952046,-0.898768805000276,-0.686858121871527,0.0389993736697733,-0.464001412961853,-0.425333481505968,-0.360729332151493
